Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,chosen face,not chosen face,price1,price2,price3,price4,price5,price6,price7,price8,price9,price10,price11,price12,price1a,price2a,price3a,price4a,price5a,price6a,price7a,price8a,price9a,price10a,price11a,price12a,,Participant_preference,face_rating,random number,fixation_times
1,1614074848299,23/02/2021 10:07:28,1614074848850,0,23/02/2021 10:07:28,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1614074857675,23/02/2021 10:07:37,1614074858279,0,23/02/2021 10:07:38,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,5,1,1,option1,choice,response_button_text,8705.349999999726,,,£646.08,1,1,0,0,,,,,1,sequence,,,<h1>£646.08</h1>,<h1>£1123</h1>,<h1>£1113.99</h1>,<h1>£779</h1>,<h1>£1083</h1>,<h1>£749.99</h1>,<h1>£720</h1>,<h1>£723</h1>,<h1>£1032</h1>,<h1>£811</h1>,<h1>£799.99</h1>,<h1>£912</h1>,£646.08,"£1,123","£1,113.99",£779,"£1,083",£749.99,£720,£723,"£1,032",£811,£799.99,£912,,,,,
3,1614074861780,23/02/2021 10:07:41,1614074862222,0,23/02/2021 10:07:42,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,5,1,13,grey1,Zone1,continue_button,3929.979999999887,,,,,0,1,0,,,,,1,sequence,,,<h1>£646.08</h1>,<h1>£1123</h1>,<h1>£1113.99</h1>,<h1>£779</h1>,<h1>£1083</h1>,<h1>£749.99</h1>,<h1>£720</h1>,<h1>£723</h1>,<h1>£1032</h1>,<h1>£811</h1>,<h1>£799.99</h1>,<h1>£912</h1>,£646.08,"£1,123","£1,113.99",£779,"£1,083",£749.99,£720,£723,"£1,032",£811,£799.99,£912,,,,,
4,1614074865877,23/02/2021 10:07:45,1614074866483,0,23/02/2021 10:07:46,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,5,1,14,grey2,Zone1,continue_button,4249.135000000024,,,,,0,1,0,,,,,1,sequence,,,<h1>£646.08</h1>,<h1>£1123</h1>,<h1>£1113.99</h1>,<h1>£779</h1>,<h1>£1083</h1>,<h1>£749.99</h1>,<h1>£720</h1>,<h1>£723</h1>,<h1>£1032</h1>,<h1>£811</h1>,<h1>£799.99</h1>,<h1>£912</h1>,£646.08,"£1,123","£1,113.99",£779,"£1,083",£749.99,£720,£723,"£1,032",£811,£799.99,£912,,,,,
5,1614074866361,23/02/2021 10:07:46,1614074866971,0,23/02/2021 10:07:46,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,5,1,15,grey3,Zone1,continue_button,476.16500000003725,,,,,0,1,0,,,,,1,sequence,,,<h1>£646.08</h1>,<h1>£1123</h1>,<h1>£1113.99</h1>,<h1>£779</h1>,<h1>£1083</h1>,<h1>£749.99</h1>,<h1>£720</h1>,<h1>£723</h1>,<h1>£1032</h1>,<h1>£811</h1>,<h1>£799.99</h1>,<h1>£912</h1>,£646.08,"£1,123","£1,113.99",£779,"£1,083",£749.99,£720,£723,"£1,032",£811,£799.99,£912,,,,,
6,1614074866817,23/02/2021 10:07:46,1614074867395,0,23/02/2021 10:07:47,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,5,1,16,grey4,Zone1,continue_button,413.2599999998092,,,,,0,1,0,,,,,1,sequence,,,<h1>£646.08</h1>,<h1>£1123</h1>,<h1>£1113.99</h1>,<h1>£779</h1>,<h1>£1083</h1>,<h1>£749.99</h1>,<h1>£720</h1>,<h1>£723</h1>,<h1>£1032</h1>,<h1>£811</h1>,<h1>£799.99</h1>,<h1>£912</h1>,£646.08,"£1,123","£1,113.99",£779,"£1,083",£749.99,£720,£723,"£1,032",£811,£799.99,£912,,,,,
7,1614074867236,23/02/2021 10:07:47,1614074867843,0,23/02/2021 10:07:47,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,5,1,17,grey5,Zone1,continue_button,437.2250000001259,,,,,0,1,0,,,,,1,sequence,,,<h1>£646.08</h1>,<h1>£1123</h1>,<h1>£1113.99</h1>,<h1>£779</h1>,<h1>£1083</h1>,<h1>£749.99</h1>,<h1>£720</h1>,<h1>£723</h1>,<h1>£1032</h1>,<h1>£811</h1>,<h1>£799.99</h1>,<h1>£912</h1>,£646.08,"£1,123","£1,113.99",£779,"£1,083",£749.99,£720,£723,"£1,032",£811,£799.99,£912,,,,,
8,1614074867709,23/02/2021 10:07:47,1614074868309,0,23/02/2021 10:07:48,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,5,1,18,grey6,Zone1,continue_button,454.6550000000025,,,,,0,1,0,,,,,1,sequence,,,<h1>£646.08</h1>,<h1>£1123</h1>,<h1>£1113.99</h1>,<h1>£779</h1>,<h1>£1083</h1>,<h1>£749.99</h1>,<h1>£720</h1>,<h1>£723</h1>,<h1>£1032</h1>,<h1>£811</h1>,<h1>£799.99</h1>,<h1>£912</h1>,£646.08,"£1,123","£1,113.99",£779,"£1,083",£749.99,£720,£723,"£1,032",£811,£799.99,£912,,,,,
9,1614074868133,23/02/2021 10:07:48,1614074868733,0,23/02/2021 10:07:48,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,5,1,19,grey7,Zone1,continue_button,411.50500000003376,,,,,0,1,0,,,,,1,sequence,,,<h1>£646.08</h1>,<h1>£1123</h1>,<h1>£1113.99</h1>,<h1>£779</h1>,<h1>£1083</h1>,<h1>£749.99</h1>,<h1>£720</h1>,<h1>£723</h1>,<h1>£1032</h1>,<h1>£811</h1>,<h1>£799.99</h1>,<h1>£912</h1>,£646.08,"£1,123","£1,113.99",£779,"£1,083",£749.99,£720,£723,"£1,032",£811,£799.99,£912,,,,,
10,1614074868539,23/02/2021 10:07:48,1614074869151,0,23/02/2021 10:07:49,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,5,1,20,grey8,Zone1,continue_button,404.0399999998954,,,,,0,1,0,,,,,1,sequence,,,<h1>£646.08</h1>,<h1>£1123</h1>,<h1>£1113.99</h1>,<h1>£779</h1>,<h1>£1083</h1>,<h1>£749.99</h1>,<h1>£720</h1>,<h1>£723</h1>,<h1>£1032</h1>,<h1>£811</h1>,<h1>£799.99</h1>,<h1>£912</h1>,£646.08,"£1,123","£1,113.99",£779,"£1,083",£749.99,£720,£723,"£1,032",£811,£799.99,£912,,,,,
11,1614074869103,23/02/2021 10:07:49,1614074869569,0,23/02/2021 10:07:49,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,5,1,21,grey9,Zone1,continue_button,407.7950000000783,,,,,0,1,0,,,,,1,sequence,,,<h1>£646.08</h1>,<h1>£1123</h1>,<h1>£1113.99</h1>,<h1>£779</h1>,<h1>£1083</h1>,<h1>£749.99</h1>,<h1>£720</h1>,<h1>£723</h1>,<h1>£1032</h1>,<h1>£811</h1>,<h1>£799.99</h1>,<h1>£912</h1>,£646.08,"£1,123","£1,113.99",£779,"£1,083",£749.99,£720,£723,"£1,032",£811,£799.99,£912,,,,,
12,1614074869460,23/02/2021 10:07:49,1614074870063,0,23/02/2021 10:07:50,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,5,1,22,grey10,Zone1,continue_button,483.3650000000489,,,,,0,1,0,,,,,1,sequence,,,<h1>£646.08</h1>,<h1>£1123</h1>,<h1>£1113.99</h1>,<h1>£779</h1>,<h1>£1083</h1>,<h1>£749.99</h1>,<h1>£720</h1>,<h1>£723</h1>,<h1>£1032</h1>,<h1>£811</h1>,<h1>£799.99</h1>,<h1>£912</h1>,£646.08,"£1,123","£1,113.99",£779,"£1,083",£749.99,£720,£723,"£1,032",£811,£799.99,£912,,,,,
13,1614074870025,23/02/2021 10:07:50,1614074870635,0,23/02/2021 10:07:50,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,5,1,23,grey11,Zone1,continue_button,560.7899999999972,,,,,0,1,0,,,,,1,sequence,,,<h1>£646.08</h1>,<h1>£1123</h1>,<h1>£1113.99</h1>,<h1>£779</h1>,<h1>£1083</h1>,<h1>£749.99</h1>,<h1>£720</h1>,<h1>£723</h1>,<h1>£1032</h1>,<h1>£811</h1>,<h1>£799.99</h1>,<h1>£912</h1>,£646.08,"£1,123","£1,113.99",£779,"£1,083",£749.99,£720,£723,"£1,032",£811,£799.99,£912,,,,,
14,1614074876243,23/02/2021 10:07:56,1614074876836,0,23/02/2021 10:07:56,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,5,1,24,congratulations,rating19,response_slider_firstInteraction,6166.398000000001,,,54,,0,1,0,,,,,1,sequence,,,<h1>£646.08</h1>,<h1>£1123</h1>,<h1>£1113.99</h1>,<h1>£779</h1>,<h1>£1083</h1>,<h1>£749.99</h1>,<h1>£720</h1>,<h1>£723</h1>,<h1>£1032</h1>,<h1>£811</h1>,<h1>£799.99</h1>,<h1>£912</h1>,£646.08,"£1,123","£1,113.99",£779,"£1,083",£749.99,£720,£723,"£1,032",£811,£799.99,£912,,,,,
15,1614074877305,23/02/2021 10:07:57,1614074877905,0,23/02/2021 10:07:57,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,5,1,24,congratulations,rating19,response_slider_endValue,7012.149999999565,,,54,,0,1,0,,,,,1,sequence,,,<h1>£646.08</h1>,<h1>£1123</h1>,<h1>£1113.99</h1>,<h1>£779</h1>,<h1>£1083</h1>,<h1>£749.99</h1>,<h1>£720</h1>,<h1>£723</h1>,<h1>£1032</h1>,<h1>£811</h1>,<h1>£799.99</h1>,<h1>£912</h1>,£646.08,"£1,123","£1,113.99",£779,"£1,083",£749.99,£720,£723,"£1,032",£811,£799.99,£912,,,,,
16,1614074877368,23/02/2021 10:07:57,1614074877907,0,23/02/2021 10:07:57,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,5,1,24,congratulations,Zone4,continue_button,7012.149999999565,,,,,0,1,0,,,,,1,sequence,,,<h1>£646.08</h1>,<h1>£1123</h1>,<h1>£1113.99</h1>,<h1>£779</h1>,<h1>£1083</h1>,<h1>£749.99</h1>,<h1>£720</h1>,<h1>£723</h1>,<h1>£1032</h1>,<h1>£811</h1>,<h1>£799.99</h1>,<h1>£912</h1>,£646.08,"£1,123","£1,113.99",£779,"£1,083",£749.99,£720,£723,"£1,032",£811,£799.99,£912,,,,,
17,1614074879517,23/02/2021 10:07:59,1614074880125,0,23/02/2021 10:08:00,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,2,1,1,next sequence?,advancementZone,continue_button,2202.3050000002513,,,,,0,1,0,,,,,,ready,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1614074883306,23/02/2021 10:08:03,1614074883915,0,23/02/2021 10:08:03,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,2,1,option1,Zone1,response_button_text,3666.310000000067,,,See next option,1,0,1,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
19,1614074888197,23/02/2021 10:08:08,1614074888795,0,23/02/2021 10:08:08,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,2,2,option2,Zone1,response_button_text,4865.859999999884,,,See next option,1,0,1,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
20,1614074890395,23/02/2021 10:08:10,1614074890991,0,23/02/2021 10:08:10,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,2,3,option3,choice,response_button_text,2179.6749999998647,,,£745.99,1,1,0,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
21,1614074892247,23/02/2021 10:08:12,1614074892841,0,23/02/2021 10:08:12,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,2,15,grey3,Zone1,continue_button,1839.2550000003248,,,,,0,1,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
22,1614074892600,23/02/2021 10:08:12,1614074893195,0,23/02/2021 10:08:13,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,2,16,grey4,Zone1,continue_button,343.9999999995998,,,,,0,1,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
23,1614074892913,23/02/2021 10:08:12,1614074893521,0,23/02/2021 10:08:13,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,2,17,grey5,Zone1,continue_button,316.30499999982567,,,,,0,1,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
24,1614074893210,23/02/2021 10:08:13,1614074893815,0,23/02/2021 10:08:13,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,2,18,grey6,Zone1,continue_button,284.16500000003725,,,,,0,1,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
25,1614074893459,23/02/2021 10:08:13,1614074894063,0,23/02/2021 10:08:14,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,2,19,grey7,Zone1,continue_button,237.25500000000466,,,,,0,1,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
26,1614074893668,23/02/2021 10:08:13,1614074894263,0,23/02/2021 10:08:14,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,2,20,grey8,Zone1,continue_button,188.57500000012806,,,,,0,1,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
27,1614074893902,23/02/2021 10:08:13,1614074894495,0,23/02/2021 10:08:14,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,2,21,grey9,Zone1,continue_button,221.2949999998309,,,,,0,1,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
28,1614074894263,23/02/2021 10:08:14,1614074894867,0,23/02/2021 10:08:14,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,2,22,grey10,Zone1,continue_button,362.4600000002829,,,,,0,1,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
29,1614074894663,23/02/2021 10:08:14,1614074895253,0,23/02/2021 10:08:15,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,2,23,grey11,Zone1,continue_button,376.4949999999735,,,,,0,1,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
30,1614074898324,23/02/2021 10:08:18,1614074898932,0,23/02/2021 10:08:18,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,2,24,congratulations,rating19,response_slider_firstInteraction,3666.5339999999997,,,81,,0,1,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
31,1614074899950,23/02/2021 10:08:19,1614074900535,0,23/02/2021 10:08:20,27661,5,task-hlnk,,10283163,59db44e63e5ea00001e1d163,3128692,,complete,,6034d1322290e3683f16b7c8,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,7,2,24,congratulations,rating19,response_slider_endValue,5092.509999999944,,,81,,0,1,0,,,,,1,sequence,,,<h1>£1250</h1>,<h1>£1152</h1>,<h1>£745.99</h1>,<h1>£1061.99</h1>,<h1>£1225</h1>,<h1>£745.75</h1>,<h1>£865.99</h1>,<h1>£480</h1>,<h1>£893.99</h1>,<h1>£1201.99</h1>,<h1>£1683</h1>,<h1>£1115.99</h1>,"£1,250","£1,152",£745.99,"£1,061.99","£1,225",£745.75,£865.99,£480,£893.99,"£1,201.99","£1,683","£1,115.99",,,,,
