Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,chosen face,not chosen face,price1,price2,price3,price4,price5,price6,price7,price8,price9,price10,price11,price12,price1a,price2a,price3a,price4a,price5a,price6a,price7a,price8a,price9a,price10a,price11a,price12a,,Participant_preference,face_rating,random number,fixation_times
49,1614075370595,23/02/2021 10:16:10,1614075370791,0,23/02/2021 10:16:10,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,6,3,1,next sequence?,advancementZone,continue_button,913.304999936372,,,,,0,1,0,,,,,,ready,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1614075371852,23/02/2021 10:16:11,1614075372144,0,23/02/2021 10:16:12,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,1,4,1,option1,Zone1,response_button_text,1178.6299999803305,,,See next option,1,0,1,0,,,,,1,sequence,,,<h1>£909.99</h1>,<h1>£432</h1>,<h1>£1320</h1>,<h1>£695.76</h1>,<h1>£923.99</h1>,<h1>£1008</h1>,<h1>£875.99</h1>,<h1>£624</h1>,<h1>£787</h1>,<h1>£1763.99</h1>,<h1>£667</h1>,<h1>£869.99</h1>,£909.99,£432,"£1,320",£695.76,£923.99,"£1,008",£875.99,£624,£787,"£1,763.99",£667,£869.99,,,,,
51,1614075373220,23/02/2021 10:16:13,1614075373160,0,23/02/2021 10:16:13,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,1,4,2,option2,choice,response_button_text,990.5050001107156,,,£432,1,1,0,0,,,,,1,sequence,,,<h1>£909.99</h1>,<h1>£432</h1>,<h1>£1320</h1>,<h1>£695.76</h1>,<h1>£923.99</h1>,<h1>£1008</h1>,<h1>£875.99</h1>,<h1>£624</h1>,<h1>£787</h1>,<h1>£1763.99</h1>,<h1>£667</h1>,<h1>£869.99</h1>,£909.99,£432,"£1,320",£695.76,£923.99,"£1,008",£875.99,£624,£787,"£1,763.99",£667,£869.99,,,,,
52,1614075373763,23/02/2021 10:16:13,1614075374071,0,23/02/2021 10:16:14,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,1,4,14,grey2,Zone1,continue_button,894.9899999424815,,,,,0,1,0,,,,,1,sequence,,,<h1>£909.99</h1>,<h1>£432</h1>,<h1>£1320</h1>,<h1>£695.76</h1>,<h1>£923.99</h1>,<h1>£1008</h1>,<h1>£875.99</h1>,<h1>£624</h1>,<h1>£787</h1>,<h1>£1763.99</h1>,<h1>£667</h1>,<h1>£869.99</h1>,£909.99,£432,"£1,320",£695.76,£923.99,"£1,008",£875.99,£624,£787,"£1,763.99",£667,£869.99,,,,,
53,1614075374252,23/02/2021 10:16:14,1614075374559,0,23/02/2021 10:16:14,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,1,4,15,grey3,Zone1,continue_button,475.16499971970916,,,,,0,1,0,,,,,1,sequence,,,<h1>£909.99</h1>,<h1>£432</h1>,<h1>£1320</h1>,<h1>£695.76</h1>,<h1>£923.99</h1>,<h1>£1008</h1>,<h1>£875.99</h1>,<h1>£624</h1>,<h1>£787</h1>,<h1>£1763.99</h1>,<h1>£667</h1>,<h1>£869.99</h1>,£909.99,£432,"£1,320",£695.76,£923.99,"£1,008",£875.99,£624,£787,"£1,763.99",£667,£869.99,,,,,
54,1614075374404,23/02/2021 10:16:14,1614075374703,0,23/02/2021 10:16:14,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,1,4,16,grey4,Zone1,continue_button,130.8699999935925,,,,,0,1,0,,,,,1,sequence,,,<h1>£909.99</h1>,<h1>£432</h1>,<h1>£1320</h1>,<h1>£695.76</h1>,<h1>£923.99</h1>,<h1>£1008</h1>,<h1>£875.99</h1>,<h1>£624</h1>,<h1>£787</h1>,<h1>£1763.99</h1>,<h1>£667</h1>,<h1>£869.99</h1>,£909.99,£432,"£1,320",£695.76,£923.99,"£1,008",£875.99,£624,£787,"£1,763.99",£667,£869.99,,,,,
55,1614075374549,23/02/2021 10:16:14,1614075374847,0,23/02/2021 10:16:14,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,1,4,17,grey5,Zone1,continue_button,130.84499957039952,,,,,0,1,0,,,,,1,sequence,,,<h1>£909.99</h1>,<h1>£432</h1>,<h1>£1320</h1>,<h1>£695.76</h1>,<h1>£923.99</h1>,<h1>£1008</h1>,<h1>£875.99</h1>,<h1>£624</h1>,<h1>£787</h1>,<h1>£1763.99</h1>,<h1>£667</h1>,<h1>£869.99</h1>,£909.99,£432,"£1,320",£695.76,£923.99,"£1,008",£875.99,£624,£787,"£1,763.99",£667,£869.99,,,,,
56,1614075374658,23/02/2021 10:16:14,1614075374955,0,23/02/2021 10:16:14,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,1,4,18,grey6,Zone1,continue_button,90.47500044107437,,,,,0,1,0,,,,,1,sequence,,,<h1>£909.99</h1>,<h1>£432</h1>,<h1>£1320</h1>,<h1>£695.76</h1>,<h1>£923.99</h1>,<h1>£1008</h1>,<h1>£875.99</h1>,<h1>£624</h1>,<h1>£787</h1>,<h1>£1763.99</h1>,<h1>£667</h1>,<h1>£869.99</h1>,£909.99,£432,"£1,320",£695.76,£923.99,"£1,008",£875.99,£624,£787,"£1,763.99",£667,£869.99,,,,,
57,1614075374814,23/02/2021 10:16:14,1614075375111,0,23/02/2021 10:16:15,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,1,4,19,grey7,Zone1,continue_button,140.78499982133508,,,,,0,1,0,,,,,1,sequence,,,<h1>£909.99</h1>,<h1>£432</h1>,<h1>£1320</h1>,<h1>£695.76</h1>,<h1>£923.99</h1>,<h1>£1008</h1>,<h1>£875.99</h1>,<h1>£624</h1>,<h1>£787</h1>,<h1>£1763.99</h1>,<h1>£667</h1>,<h1>£869.99</h1>,£909.99,£432,"£1,320",£695.76,£923.99,"£1,008",£875.99,£624,£787,"£1,763.99",£667,£869.99,,,,,
58,1614075374936,23/02/2021 10:16:14,1614075375232,0,23/02/2021 10:16:15,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,1,4,20,grey8,Zone1,continue_button,98.64499978721142,,,,,0,1,0,,,,,1,sequence,,,<h1>£909.99</h1>,<h1>£432</h1>,<h1>£1320</h1>,<h1>£695.76</h1>,<h1>£923.99</h1>,<h1>£1008</h1>,<h1>£875.99</h1>,<h1>£624</h1>,<h1>£787</h1>,<h1>£1763.99</h1>,<h1>£667</h1>,<h1>£869.99</h1>,£909.99,£432,"£1,320",£695.76,£923.99,"£1,008",£875.99,£624,£787,"£1,763.99",£667,£869.99,,,,,
59,1614075375046,23/02/2021 10:16:15,1614075375343,0,23/02/2021 10:16:15,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,1,4,21,grey9,Zone1,continue_button,92.12000016123056,,,,,0,1,0,,,,,1,sequence,,,<h1>£909.99</h1>,<h1>£432</h1>,<h1>£1320</h1>,<h1>£695.76</h1>,<h1>£923.99</h1>,<h1>£1008</h1>,<h1>£875.99</h1>,<h1>£624</h1>,<h1>£787</h1>,<h1>£1763.99</h1>,<h1>£667</h1>,<h1>£869.99</h1>,£909.99,£432,"£1,320",£695.76,£923.99,"£1,008",£875.99,£624,£787,"£1,763.99",£667,£869.99,,,,,
60,1614075375424,23/02/2021 10:16:15,1614075375695,0,23/02/2021 10:16:15,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,1,4,22,grey10,Zone1,continue_button,337.7750003710389,,,,,0,1,0,,,,,1,sequence,,,<h1>£909.99</h1>,<h1>£432</h1>,<h1>£1320</h1>,<h1>£695.76</h1>,<h1>£923.99</h1>,<h1>£1008</h1>,<h1>£875.99</h1>,<h1>£624</h1>,<h1>£787</h1>,<h1>£1763.99</h1>,<h1>£667</h1>,<h1>£869.99</h1>,£909.99,£432,"£1,320",£695.76,£923.99,"£1,008",£875.99,£624,£787,"£1,763.99",£667,£869.99,,,,,
61,1614075377508,23/02/2021 10:16:17,1614075377807,0,23/02/2021 10:16:17,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,1,4,23,grey11,Zone1,continue_button,2093.7850000336766,,,,,0,1,0,,,,,1,sequence,,,<h1>£909.99</h1>,<h1>£432</h1>,<h1>£1320</h1>,<h1>£695.76</h1>,<h1>£923.99</h1>,<h1>£1008</h1>,<h1>£875.99</h1>,<h1>£624</h1>,<h1>£787</h1>,<h1>£1763.99</h1>,<h1>£667</h1>,<h1>£869.99</h1>,£909.99,£432,"£1,320",£695.76,£923.99,"£1,008",£875.99,£624,£787,"£1,763.99",£667,£869.99,,,,,
62,1614075379524,23/02/2021 10:16:19,1614075379762,0,23/02/2021 10:16:19,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,1,4,24,congratulations,rating19,response_slider_firstInteraction,1934.75,,,91,,0,1,0,,,,,1,sequence,,,<h1>£909.99</h1>,<h1>£432</h1>,<h1>£1320</h1>,<h1>£695.76</h1>,<h1>£923.99</h1>,<h1>£1008</h1>,<h1>£875.99</h1>,<h1>£624</h1>,<h1>£787</h1>,<h1>£1763.99</h1>,<h1>£667</h1>,<h1>£869.99</h1>,£909.99,£432,"£1,320",£695.76,£923.99,"£1,008",£875.99,£624,£787,"£1,763.99",£667,£869.99,,,,,
63,1614075380711,23/02/2021 10:16:20,1614075380639,0,23/02/2021 10:16:20,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,1,4,24,congratulations,rating19,response_slider_endValue,2450.470000039786,,,91,,0,1,0,,,,,1,sequence,,,<h1>£909.99</h1>,<h1>£432</h1>,<h1>£1320</h1>,<h1>£695.76</h1>,<h1>£923.99</h1>,<h1>£1008</h1>,<h1>£875.99</h1>,<h1>£624</h1>,<h1>£787</h1>,<h1>£1763.99</h1>,<h1>£667</h1>,<h1>£869.99</h1>,£909.99,£432,"£1,320",£695.76,£923.99,"£1,008",£875.99,£624,£787,"£1,763.99",£667,£869.99,,,,,
64,1614075380876,23/02/2021 10:16:20,1614075380641,0,23/02/2021 10:16:20,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,1,4,24,congratulations,Zone4,continue_button,2450.470000039786,,,,,0,1,0,,,,,1,sequence,,,<h1>£909.99</h1>,<h1>£432</h1>,<h1>£1320</h1>,<h1>£695.76</h1>,<h1>£923.99</h1>,<h1>£1008</h1>,<h1>£875.99</h1>,<h1>£624</h1>,<h1>£787</h1>,<h1>£1763.99</h1>,<h1>£667</h1>,<h1>£869.99</h1>,£909.99,£432,"£1,320",£695.76,£923.99,"£1,008",£875.99,£624,£787,"£1,763.99",£667,£869.99,,,,,
65,1614075381399,23/02/2021 10:16:21,1614075381623,0,23/02/2021 10:16:21,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,8,4,1,next sequence?,advancementZone,continue_button,966.0950000397861,,,,,0,1,0,,,,,,ready,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1614075382743,23/02/2021 10:16:22,1614075383007,0,23/02/2021 10:16:23,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,9,5,1,option1,Zone1,response_button_text,1215.9549999050796,,,See next option,1,0,1,0,,,,,1,sequence,,,<h1>£1345</h1>,<h1>£1691.99</h1>,<h1>£768</h1>,<h1>£1253.99</h1>,<h1>£801.99</h1>,<h1>£915</h1>,<h1>£1139.99</h1>,<h1>£917.99</h1>,<h1>£989.99</h1>,<h1>£835</h1>,<h1>£431.76</h1>,<h1>£359.76</h1>,"£1,345","£1,691.99",£768,"£1,253.99",£801.99,£915,"£1,139.99",£917.99,£989.99,£835,£431.76,£359.76,,,,,
67,1614075383611,23/02/2021 10:16:23,1614075383903,0,23/02/2021 10:16:23,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,9,5,2,option2,Zone1,response_button_text,872.7750000543892,,,See next option,1,0,1,0,,,,,1,sequence,,,<h1>£1345</h1>,<h1>£1691.99</h1>,<h1>£768</h1>,<h1>£1253.99</h1>,<h1>£801.99</h1>,<h1>£915</h1>,<h1>£1139.99</h1>,<h1>£917.99</h1>,<h1>£989.99</h1>,<h1>£835</h1>,<h1>£431.76</h1>,<h1>£359.76</h1>,"£1,345","£1,691.99",£768,"£1,253.99",£801.99,£915,"£1,139.99",£917.99,£989.99,£835,£431.76,£359.76,,,,,
68,1614075384377,23/02/2021 10:16:24,1614075384675,0,23/02/2021 10:16:24,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,9,5,3,option3,Zone1,response_button_text,751.4349999837577,,,See next option,1,0,1,0,,,,,1,sequence,,,<h1>£1345</h1>,<h1>£1691.99</h1>,<h1>£768</h1>,<h1>£1253.99</h1>,<h1>£801.99</h1>,<h1>£915</h1>,<h1>£1139.99</h1>,<h1>£917.99</h1>,<h1>£989.99</h1>,<h1>£835</h1>,<h1>£431.76</h1>,<h1>£359.76</h1>,"£1,345","£1,691.99",£768,"£1,253.99",£801.99,£915,"£1,139.99",£917.99,£989.99,£835,£431.76,£359.76,,,,,
69,1614075385233,23/02/2021 10:16:25,1614075385527,0,23/02/2021 10:16:25,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,9,5,4,option4,Zone1,response_button_text,828.0849996954203,,,See next option,1,0,1,0,,,,,1,sequence,,,<h1>£1345</h1>,<h1>£1691.99</h1>,<h1>£768</h1>,<h1>£1253.99</h1>,<h1>£801.99</h1>,<h1>£915</h1>,<h1>£1139.99</h1>,<h1>£917.99</h1>,<h1>£989.99</h1>,<h1>£835</h1>,<h1>£431.76</h1>,<h1>£359.76</h1>,"£1,345","£1,691.99",£768,"£1,253.99",£801.99,£915,"£1,139.99",£917.99,£989.99,£835,£431.76,£359.76,,,,,
70,1614075386149,23/02/2021 10:16:26,1614075386423,0,23/02/2021 10:16:26,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,9,5,5,option5,Zone1,response_button_text,863.854999653995,,,See next option,1,0,1,0,,,,,1,sequence,,,<h1>£1345</h1>,<h1>£1691.99</h1>,<h1>£768</h1>,<h1>£1253.99</h1>,<h1>£801.99</h1>,<h1>£915</h1>,<h1>£1139.99</h1>,<h1>£917.99</h1>,<h1>£989.99</h1>,<h1>£835</h1>,<h1>£431.76</h1>,<h1>£359.76</h1>,"£1,345","£1,691.99",£768,"£1,253.99",£801.99,£915,"£1,139.99",£917.99,£989.99,£835,£431.76,£359.76,,,,,
71,1614075387096,23/02/2021 10:16:27,1614075387391,0,23/02/2021 10:16:27,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,9,5,6,option6,Zone1,response_button_text,942.8599998354912,,,See next option,1,0,1,0,,,,,1,sequence,,,<h1>£1345</h1>,<h1>£1691.99</h1>,<h1>£768</h1>,<h1>£1253.99</h1>,<h1>£801.99</h1>,<h1>£915</h1>,<h1>£1139.99</h1>,<h1>£917.99</h1>,<h1>£989.99</h1>,<h1>£835</h1>,<h1>£431.76</h1>,<h1>£359.76</h1>,"£1,345","£1,691.99",£768,"£1,253.99",£801.99,£915,"£1,139.99",£917.99,£989.99,£835,£431.76,£359.76,,,,,
72,1614075388112,23/02/2021 10:16:28,1614075388399,0,23/02/2021 10:16:28,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,9,5,7,option7,Zone1,response_button_text,973.6999999731779,,,See next option,1,0,1,0,,,,,1,sequence,,,<h1>£1345</h1>,<h1>£1691.99</h1>,<h1>£768</h1>,<h1>£1253.99</h1>,<h1>£801.99</h1>,<h1>£915</h1>,<h1>£1139.99</h1>,<h1>£917.99</h1>,<h1>£989.99</h1>,<h1>£835</h1>,<h1>£431.76</h1>,<h1>£359.76</h1>,"£1,345","£1,691.99",£768,"£1,253.99",£801.99,£915,"£1,139.99",£917.99,£989.99,£835,£431.76,£359.76,,,,,
73,1614075389321,23/02/2021 10:16:29,1614075389331,0,23/02/2021 10:16:29,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,9,5,8,option8,Zone1,response_button_text,900.4700002260506,,,See next option,1,0,1,0,,,,,1,sequence,,,<h1>£1345</h1>,<h1>£1691.99</h1>,<h1>£768</h1>,<h1>£1253.99</h1>,<h1>£801.99</h1>,<h1>£915</h1>,<h1>£1139.99</h1>,<h1>£917.99</h1>,<h1>£989.99</h1>,<h1>£835</h1>,<h1>£431.76</h1>,<h1>£359.76</h1>,"£1,345","£1,691.99",£768,"£1,253.99",£801.99,£915,"£1,139.99",£917.99,£989.99,£835,£431.76,£359.76,,,,,
74,1614075389987,23/02/2021 10:16:29,1614075390267,0,23/02/2021 10:16:30,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,9,5,9,option9,Zone1,response_button_text,896.2250002659857,,,See next option,1,0,1,0,,,,,1,sequence,,,<h1>£1345</h1>,<h1>£1691.99</h1>,<h1>£768</h1>,<h1>£1253.99</h1>,<h1>£801.99</h1>,<h1>£915</h1>,<h1>£1139.99</h1>,<h1>£917.99</h1>,<h1>£989.99</h1>,<h1>£835</h1>,<h1>£431.76</h1>,<h1>£359.76</h1>,"£1,345","£1,691.99",£768,"£1,253.99",£801.99,£915,"£1,139.99",£917.99,£989.99,£835,£431.76,£359.76,,,,,
75,1614075392338,23/02/2021 10:16:32,1614075392639,0,23/02/2021 10:16:32,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,9,5,10,option10,choice,response_button_text,2335.4699998162687,,,£835,1,1,0,0,,,,,1,sequence,,,<h1>£1345</h1>,<h1>£1691.99</h1>,<h1>£768</h1>,<h1>£1253.99</h1>,<h1>£801.99</h1>,<h1>£915</h1>,<h1>£1139.99</h1>,<h1>£917.99</h1>,<h1>£989.99</h1>,<h1>£835</h1>,<h1>£431.76</h1>,<h1>£359.76</h1>,"£1,345","£1,691.99",£768,"£1,253.99",£801.99,£915,"£1,139.99",£917.99,£989.99,£835,£431.76,£359.76,,,,,
76,1614075393619,23/02/2021 10:16:33,1614075393760,0,23/02/2021 10:16:33,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,9,5,22,grey10,Zone1,continue_button,1106.6600000485778,,,,,0,1,0,,,,,1,sequence,,,<h1>£1345</h1>,<h1>£1691.99</h1>,<h1>£768</h1>,<h1>£1253.99</h1>,<h1>£801.99</h1>,<h1>£915</h1>,<h1>£1139.99</h1>,<h1>£917.99</h1>,<h1>£989.99</h1>,<h1>£835</h1>,<h1>£431.76</h1>,<h1>£359.76</h1>,"£1,345","£1,691.99",£768,"£1,253.99",£801.99,£915,"£1,139.99",£917.99,£989.99,£835,£431.76,£359.76,,,,,
77,1614075394425,23/02/2021 10:16:34,1614075394723,0,23/02/2021 10:16:34,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,9,5,23,grey11,Zone1,continue_button,949.6199996210635,,,,,0,1,0,,,,,1,sequence,,,<h1>£1345</h1>,<h1>£1691.99</h1>,<h1>£768</h1>,<h1>£1253.99</h1>,<h1>£801.99</h1>,<h1>£915</h1>,<h1>£1139.99</h1>,<h1>£917.99</h1>,<h1>£989.99</h1>,<h1>£835</h1>,<h1>£431.76</h1>,<h1>£359.76</h1>,"£1,345","£1,691.99",£768,"£1,253.99",£801.99,£915,"£1,139.99",£917.99,£989.99,£835,£431.76,£359.76,,,,,
78,1614075395713,23/02/2021 10:16:35,1614075396010,0,23/02/2021 10:16:36,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,9,5,24,congratulations,rating19,response_slider_firstInteraction,1284.1290000000008,,,30,,0,1,0,,,,,1,sequence,,,<h1>£1345</h1>,<h1>£1691.99</h1>,<h1>£768</h1>,<h1>£1253.99</h1>,<h1>£801.99</h1>,<h1>£915</h1>,<h1>£1139.99</h1>,<h1>£917.99</h1>,<h1>£989.99</h1>,<h1>£835</h1>,<h1>£431.76</h1>,<h1>£359.76</h1>,"£1,345","£1,691.99",£768,"£1,253.99",£801.99,£915,"£1,139.99",£917.99,£989.99,£835,£431.76,£359.76,,,,,
79,1614075396432,23/02/2021 10:16:36,1614075396728,0,23/02/2021 10:16:36,27661,5,task-hlnk,,10283490,5efca619e4d088064e281b4a,3128775,,complete,,6034d31cf0797537b725281d,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.182,1368x912,1368x770,,Hybrid 1 sequence,3,Spreadsheet1,Spreadsheet1,9,5,24,congratulations,rating19,response_slider_endValue,1777.1800002083182,,,30,,0,1,0,,,,,1,sequence,,,<h1>£1345</h1>,<h1>£1691.99</h1>,<h1>£768</h1>,<h1>£1253.99</h1>,<h1>£801.99</h1>,<h1>£915</h1>,<h1>£1139.99</h1>,<h1>£917.99</h1>,<h1>£989.99</h1>,<h1>£835</h1>,<h1>£431.76</h1>,<h1>£359.76</h1>,"£1,345","£1,691.99",£768,"£1,253.99",£801.99,£915,"£1,139.99",£917.99,£989.99,£835,£431.76,£359.76,,,,,
