Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,chosen face,not chosen face,price1,price2,price3,price4,price5,price6,price7,price8,price9,price10,price11,price12,price1a,price2a,price3a,price4a,price5a,price6a,price7a,price8a,price9a,price10a,price11a,price12a,,Participant_preference,face_rating,random number,fixation_times
61,1575990071109,10/12/2019 15:01:11,1575990072360,0,10/12/2019 15:01:12,11864,3,task-hlnk,,3506916,BLIND,991952,,complete,,5defaffdfcb612000a6775f1,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1920x1080,1920x969,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,5,4,23,grey11,Zone1,continue_button,574.785000178963,,,0,1,0,,,,,1,sequence,,,<h1>792</h1>,<h1>1115.99</h1>,<h1>843</h1>,<h1>576</h1>,<h1>779</h1>,<h1>749.99</h1>,<h1>642.96</h1>,<h1>480</h1>,<h1>1155.99</h1>,<h1>835</h1>,<h1>1345</h1>,<h1>1763.99</h1>,792,1115.99,843,576,779,749.99,642.96,480,1155.99,835,1345,1763.99,,,,,
62,1575990072452,10/12/2019 15:01:12,1575990073694,0,10/12/2019 15:01:13,11864,3,task-hlnk,,3506916,BLIND,991952,,complete,,5defaffdfcb612000a6775f1,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1920x1080,1920x969,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,5,4,24,congratulations,rating19,response_slider_firstInteraction,1333.2459999999992,53,,0,1,0,,,,,1,sequence,,,<h1>792</h1>,<h1>1115.99</h1>,<h1>843</h1>,<h1>576</h1>,<h1>779</h1>,<h1>749.99</h1>,<h1>642.96</h1>,<h1>480</h1>,<h1>1155.99</h1>,<h1>835</h1>,<h1>1345</h1>,<h1>1763.99</h1>,792,1115.99,843,576,779,749.99,642.96,480,1155.99,835,1345,1763.99,,,,,
63,1575990074780,10/12/2019 15:01:14,1575990076029,0,10/12/2019 15:01:16,11864,3,task-hlnk,,3506916,BLIND,991952,,complete,,5defaffdfcb612000a6775f1,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1920x1080,1920x969,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,5,4,24,congratulations,rating19,response_slider_endValue,3436.960000079125,65,,0,1,0,,,,,1,sequence,,,<h1>792</h1>,<h1>1115.99</h1>,<h1>843</h1>,<h1>576</h1>,<h1>779</h1>,<h1>749.99</h1>,<h1>642.96</h1>,<h1>480</h1>,<h1>1155.99</h1>,<h1>835</h1>,<h1>1345</h1>,<h1>1763.99</h1>,792,1115.99,843,576,779,749.99,642.96,480,1155.99,835,1345,1763.99,,,,,
64,1575990074846,10/12/2019 15:01:14,1575990076034,0,10/12/2019 15:01:16,11864,3,task-hlnk,,3506916,BLIND,991952,,complete,,5defaffdfcb612000a6775f1,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1920x1080,1920x969,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,5,4,24,congratulations,Zone4,continue_button,3436.960000079125,,,0,1,0,,,,,1,sequence,,,<h1>792</h1>,<h1>1115.99</h1>,<h1>843</h1>,<h1>576</h1>,<h1>779</h1>,<h1>749.99</h1>,<h1>642.96</h1>,<h1>480</h1>,<h1>1155.99</h1>,<h1>835</h1>,<h1>1345</h1>,<h1>1763.99</h1>,792,1115.99,843,576,779,749.99,642.96,480,1155.99,835,1345,1763.99,,,,,
65,1575990076156,10/12/2019 15:01:16,1575990077396,0,10/12/2019 15:01:17,11864,3,task-hlnk,,3506916,BLIND,991952,,complete,,5defaffdfcb612000a6775f1,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1920x1080,1920x969,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,8,4,1,next sequence?,advancementZone,continue_button,1351.9749999977648,,,0,1,0,,,,,,ready,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1575990077595,10/12/2019 15:01:17,1575990078829,0,10/12/2019 15:01:18,11864,3,task-hlnk,,3506916,BLIND,991952,,complete,,5defaffdfcb612000a6775f1,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1920x1080,1920x969,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,5,1,option1,Zone1,response_button_text,1411.3900000229478,See next option,1,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
67,1575990078358,10/12/2019 15:01:18,1575990079603,0,10/12/2019 15:01:19,11864,3,task-hlnk,,3506916,BLIND,991952,,complete,,5defaffdfcb612000a6775f1,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1920x1080,1920x969,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,5,2,option2,Zone1,response_button_text,757.3049999773502,See next option,1,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
68,1575990078990,10/12/2019 15:01:18,1575990080237,0,10/12/2019 15:01:20,11864,3,task-hlnk,,3506916,BLIND,991952,,complete,,5defaffdfcb612000a6775f1,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1920x1080,1920x969,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,5,3,option3,Zone1,response_button_text,618.4499999508262,See next option,1,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
69,1575990080145,10/12/2019 15:01:20,1575990081397,0,10/12/2019 15:01:21,11864,3,task-hlnk,,3506916,BLIND,991952,,complete,,5defaffdfcb612000a6775f1,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1920x1080,1920x969,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,5,4,option4,Zone1,response_button_text,1143.5099998489022,See next option,1,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
70,1575990082176,10/12/2019 15:01:22,1575990083425,0,10/12/2019 15:01:23,11864,3,task-hlnk,,3506916,BLIND,991952,,complete,,5defaffdfcb612000a6775f1,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1920x1080,1920x969,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,5,5,option5,choice,response_button_text,2010.695000179112,504,1,1,0,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
71,1575990084053,10/12/2019 15:01:24,1575990085289,0,10/12/2019 15:01:25,11864,3,task-hlnk,,3506916,BLIND,991952,,complete,,5defaffdfcb612000a6775f1,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1920x1080,1920x969,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,5,17,grey5,Zone1,continue_button,1853.5499996505678,,,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
72,1575990084225,10/12/2019 15:01:24,1575990085460,0,10/12/2019 15:01:25,11864,3,task-hlnk,,3506916,BLIND,991952,,complete,,5defaffdfcb612000a6775f1,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1920x1080,1920x969,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,5,18,grey6,Zone1,continue_button,155.8050001040101,,,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
73,1575990084365,10/12/2019 15:01:24,1575990085621,0,10/12/2019 15:01:25,11864,3,task-hlnk,,3506916,BLIND,991952,,complete,,5defaffdfcb612000a6775f1,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1920x1080,1920x969,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,5,19,grey7,Zone1,continue_button,150.83999978378415,,,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
74,1575990084537,10/12/2019 15:01:24,1575990085791,0,10/12/2019 15:01:25,11864,3,task-hlnk,,3506916,BLIND,991952,,complete,,5defaffdfcb612000a6775f1,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1920x1080,1920x969,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,5,20,grey8,Zone1,continue_button,159.9099999293685,,,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
75,1575990084708,10/12/2019 15:01:24,1575990085963,0,10/12/2019 15:01:25,11864,3,task-hlnk,,3506916,BLIND,991952,,complete,,5defaffdfcb612000a6775f1,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1920x1080,1920x969,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,5,21,grey9,Zone1,continue_button,161.77000012248755,,,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
76,1575990084896,10/12/2019 15:01:24,1575990086150,0,10/12/2019 15:01:26,11864,3,task-hlnk,,3506916,BLIND,991952,,complete,,5defaffdfcb612000a6775f1,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1920x1080,1920x969,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,5,22,grey10,Zone1,continue_button,176.27499997615814,,,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
77,1575990085349,10/12/2019 15:01:25,1575990086589,0,10/12/2019 15:01:26,11864,3,task-hlnk,,3506916,BLIND,991952,,complete,,5defaffdfcb612000a6775f1,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1920x1080,1920x969,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,5,23,grey11,Zone1,continue_button,430.419999640435,,,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
78,1575990086889,10/12/2019 15:01:26,1575990088126,0,10/12/2019 15:01:28,11864,3,task-hlnk,,3506916,BLIND,991952,,complete,,5defaffdfcb612000a6775f1,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1920x1080,1920x969,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,5,24,congratulations,rating19,response_slider_firstInteraction,1533.2490000000107,68,,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
79,1575990087921,10/12/2019 15:01:27,1575990089150,0,10/12/2019 15:01:29,11864,3,task-hlnk,,3506916,BLIND,991952,,complete,,5defaffdfcb612000a6775f1,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1920x1080,1920x969,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,5,24,congratulations,rating19,response_slider_endValue,2456.315000075847,68,,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
80,1575990087983,10/12/2019 15:01:27,1575990089151,0,10/12/2019 15:01:29,11864,3,task-hlnk,,3506916,BLIND,991952,,complete,,5defaffdfcb612000a6775f1,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1920x1080,1920x969,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,5,24,congratulations,Zone4,continue_button,2456.315000075847,,,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
81,1575990087983,10/12/2019 15:01:27,1575990089157,0,10/12/2019 15:01:29,11864,3,task-hlnk,,3506916,BLIND,991952,,complete,,5defaffdfcb612000a6775f1,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1920x1080,1920x969,,Hybrid sequence,1,Spreadsheet1,,,END TASK,,,,,100909,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1575990010098,10/12/2019 15:00:10,1575990012415,0,10/12/2019 15:00:12,11864,3,task-hlnk,,3506924,BLIND,991942,,complete,,5defaf74237082000e99e34c,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1699x956,1699x805,,Hybrid sequence,1,Spreadsheet1,,,BEGIN TASK,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1575990021397,10/12/2019 15:00:21,1575990023770,0,10/12/2019 15:00:23,11864,3,task-hlnk,,3506924,BLIND,991942,,complete,,5defaf74237082000e99e34c,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1699x956,1699x805,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,1,1,option1,Zone1,response_button_text,11036.4,See next option,1,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
3,1575990022771,10/12/2019 15:00:22,1575990025126,0,10/12/2019 15:00:25,11864,3,task-hlnk,,3506924,BLIND,991942,,complete,,5defaf74237082000e99e34c,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1699x956,1699x805,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,1,2,option2,Zone1,response_button_text,1323.2000000000007,See next option,1,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
4,1575990024481,10/12/2019 15:00:24,1575990026795,0,10/12/2019 15:00:26,11864,3,task-hlnk,,3506924,BLIND,991942,,complete,,5defaf74237082000e99e34c,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1699x956,1699x805,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,1,3,option3,Zone1,response_button_text,1626.5,See next option,1,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
5,1575990025372,10/12/2019 15:00:25,1575990027750,0,10/12/2019 15:00:27,11864,3,task-hlnk,,3506924,BLIND,991942,,complete,,5defaf74237082000e99e34c,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1699x956,1699x805,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,1,4,option4,Zone1,response_button_text,912.1000000000004,See next option,1,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
6,1575990026481,10/12/2019 15:00:26,1575990028857,0,10/12/2019 15:00:28,11864,3,task-hlnk,,3506924,BLIND,991942,,complete,,5defaf74237082000e99e34c,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1699x956,1699x805,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,1,5,option5,Zone1,response_button_text,1069.7999999999993,See next option,1,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
7,1575990027153,10/12/2019 15:00:27,1575990029517,0,10/12/2019 15:00:29,11864,3,task-hlnk,,3506924,BLIND,991942,,complete,,5defaf74237082000e99e34c,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1699x956,1699x805,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,1,6,option6,Zone1,response_button_text,622.7000000000007,See next option,1,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
8,1575990027936,10/12/2019 15:00:27,1575990030277,0,10/12/2019 15:00:30,11864,3,task-hlnk,,3506924,BLIND,991942,,complete,,5defaf74237082000e99e34c,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1699x956,1699x805,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,1,7,option7,Zone1,response_button_text,711.1999999999971,See next option,1,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
9,1575990028638,10/12/2019 15:00:28,1575990031007,0,10/12/2019 15:00:31,11864,3,task-hlnk,,3506924,BLIND,991942,,complete,,5defaf74237082000e99e34c,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1699x956,1699x805,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,1,8,option8,Zone1,response_button_text,683.3999999999978,See next option,1,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
10,1575990029169,10/12/2019 15:00:29,1575990031552,0,10/12/2019 15:00:31,11864,3,task-hlnk,,3506924,BLIND,991942,,complete,,5defaf74237082000e99e34c,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1699x956,1699x805,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,1,9,option9,Zone1,response_button_text,497.40000000000146,See next option,1,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
11,1575990029762,10/12/2019 15:00:29,1575990032128,0,10/12/2019 15:00:32,11864,3,task-hlnk,,3506924,BLIND,991942,,complete,,5defaf74237082000e99e34c,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1699x956,1699x805,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,1,10,option10,Zone1,response_button_text,541.2000000000007,See next option,1,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
12,1575990030419,10/12/2019 15:00:30,1575990032787,0,10/12/2019 15:00:32,11864,3,task-hlnk,,3506924,BLIND,991942,,complete,,5defaf74237082000e99e34c,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1699x956,1699x805,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,1,11,option11,Zone1,response_button_text,623,See next option,1,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
13,1575990032361,10/12/2019 15:00:32,1575990034741,0,10/12/2019 15:00:34,11864,3,task-hlnk,,3506924,BLIND,991942,,complete,,5defaf74237082000e99e34c,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1699x956,1699x805,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,1,12,option12,Zone1,response_button_text,1903.800000000003,799.99,1,1,0,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
14,1575990038445,10/12/2019 15:00:38,1575990040821,0,10/12/2019 15:00:40,11864,3,task-hlnk,,3506924,BLIND,991942,,complete,,5defaf74237082000e99e34c,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1699x956,1699x805,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,1,24,congratulations,rating19,response_slider_firstInteraction,6076.557199999999,27,,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
15,1575990050934,10/12/2019 15:00:50,1575990053287,0,10/12/2019 15:00:53,11864,3,task-hlnk,,3506924,BLIND,991942,,complete,,5defaf74237082000e99e34c,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1699x956,1699x805,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,1,24,congratulations,rating19,response_slider_endValue,18350.3,39,,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
