Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,chosen face,not chosen face,price1,price2,price3,price4,price5,price6,price7,price8,price9,price10,price11,price12,price1a,price2a,price3a,price4a,price5a,price6a,price7a,price8a,price9a,price10a,price11a,price12a,,Participant_preference,face_rating,random number,fixation_times
17,1575994678292,10/12/2019 16:17:58,1575994688555,0,10/12/2019 16:18:08,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,2,1,1,next sequence?,advancementZone,continue_button,1965.5650001950562,,,0,1,0,,,,,,ready,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1575994681583,10/12/2019 16:18:01,1575994691847,0,10/12/2019 16:18:11,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,2,1,option1,Zone1,response_button_text,3092.1849999576807,See next option,1,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
19,1575994685101,10/12/2019 16:18:05,1575994695324,0,10/12/2019 16:18:15,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,2,2,option2,Zone1,response_button_text,3456.1499999836087,See next option,1,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
20,1575994688807,10/12/2019 16:18:08,1575994699066,0,10/12/2019 16:18:19,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,2,3,option3,Zone1,response_button_text,3721.4099999982864,See next option,1,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
21,1575994691042,10/12/2019 16:18:11,1575994701291,0,10/12/2019 16:18:21,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,2,4,option4,Zone1,response_button_text,2198.8150000106543,See next option,1,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
22,1575994696567,10/12/2019 16:18:16,1575994706829,0,10/12/2019 16:18:26,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,2,5,option5,choice,response_button_text,5504.184999968857,528,1,1,0,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
23,1575994698552,10/12/2019 16:18:18,1575994708815,0,10/12/2019 16:18:28,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,2,17,grey5,Zone1,continue_button,1972.2250001505017,,,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
24,1575994699038,10/12/2019 16:18:19,1575994709300,0,10/12/2019 16:18:29,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,2,18,grey6,Zone1,continue_button,471.8749998137355,,,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
25,1575994699601,10/12/2019 16:18:19,1575994709873,0,10/12/2019 16:18:29,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,2,19,grey7,Zone1,continue_button,559.2250002082437,,,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
26,1575994700085,10/12/2019 16:18:20,1575994710359,0,10/12/2019 16:18:30,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,2,20,grey8,Zone1,continue_button,467.4349999986589,,,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
27,1575994700617,10/12/2019 16:18:20,1575994710872,0,10/12/2019 16:18:30,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,2,21,grey9,Zone1,continue_button,499.3800001684576,,,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
28,1575994701305,10/12/2019 16:18:21,1575994711565,0,10/12/2019 16:18:31,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,2,22,grey10,Zone1,continue_button,679.7849999275059,,,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
29,1575994702055,10/12/2019 16:18:22,1575994712326,0,10/12/2019 16:18:32,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,2,23,grey11,Zone1,continue_button,747.9000000748783,,,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
30,1575994704101,10/12/2019 16:18:24,1575994714352,0,10/12/2019 16:18:34,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,2,24,congratulations,rating19,response_slider_firstInteraction,2030.199999999997,92,,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
31,1575994710981,10/12/2019 16:18:30,1575994721236,0,10/12/2019 16:18:41,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,2,24,congratulations,rating19,response_slider_endValue,8677.69500007853,90,,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
32,1575994711059,10/12/2019 16:18:31,1575994721237,0,10/12/2019 16:18:41,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,1,2,24,congratulations,Zone4,continue_button,8677.69500007853,,,0,1,0,,,,,1,sequence,,,<h1>1133.99</h1>,<h1>945.99</h1>,<h1>673.99</h1>,<h1>875.99</h1>,<h1>528</h1>,<h1>893.99</h1>,<h1>624</h1>,<h1>811</h1>,<h1>1683</h1>,<h1>1061.99</h1>,<h1>667</h1>,<h1>799.99</h1>,1133.99,945.99,673.99,875.99,528,893.99,624,811,1683,1061.99,667,799.99,,,,,
33,1575994713014,10/12/2019 16:18:33,1575994723280,0,10/12/2019 16:18:43,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,4,2,1,next sequence?,advancementZone,continue_button,2029.0300000924617,,,0,1,0,,,,,,ready,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1575994715874,10/12/2019 16:18:35,1575994726108,0,10/12/2019 16:18:46,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,5,3,1,option1,Zone1,response_button_text,2696.9500000122935,See next option,1,0,1,0,,,,,1,sequence,,,<h1>792</h1>,<h1>1115.99</h1>,<h1>843</h1>,<h1>576</h1>,<h1>779</h1>,<h1>749.99</h1>,<h1>642.96</h1>,<h1>480</h1>,<h1>1155.99</h1>,<h1>835</h1>,<h1>1345</h1>,<h1>1763.99</h1>,792,1115.99,843,576,779,749.99,642.96,480,1155.99,835,1345,1763.99,,,,,
35,1575994717413,10/12/2019 16:18:37,1575994727682,0,10/12/2019 16:18:47,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,5,3,2,option2,Zone1,response_button_text,1554.689999902621,See next option,1,0,1,0,,,,,1,sequence,,,<h1>792</h1>,<h1>1115.99</h1>,<h1>843</h1>,<h1>576</h1>,<h1>779</h1>,<h1>749.99</h1>,<h1>642.96</h1>,<h1>480</h1>,<h1>1155.99</h1>,<h1>835</h1>,<h1>1345</h1>,<h1>1763.99</h1>,792,1115.99,843,576,779,749.99,642.96,480,1155.99,835,1345,1763.99,,,,,
36,1575994718975,10/12/2019 16:18:38,1575994729239,0,10/12/2019 16:18:49,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,5,3,3,option3,Zone1,response_button_text,1537.9699999466538,See next option,1,0,1,0,,,,,1,sequence,,,<h1>792</h1>,<h1>1115.99</h1>,<h1>843</h1>,<h1>576</h1>,<h1>779</h1>,<h1>749.99</h1>,<h1>642.96</h1>,<h1>480</h1>,<h1>1155.99</h1>,<h1>835</h1>,<h1>1345</h1>,<h1>1763.99</h1>,792,1115.99,843,576,779,749.99,642.96,480,1155.99,835,1345,1763.99,,,,,
37,1575994722382,10/12/2019 16:18:42,1575994732637,0,10/12/2019 16:18:52,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,5,3,4,option4,Zone1,response_button_text,3377.2150001022965,See next option,1,0,1,0,,,,,1,sequence,,,<h1>792</h1>,<h1>1115.99</h1>,<h1>843</h1>,<h1>576</h1>,<h1>779</h1>,<h1>749.99</h1>,<h1>642.96</h1>,<h1>480</h1>,<h1>1155.99</h1>,<h1>835</h1>,<h1>1345</h1>,<h1>1763.99</h1>,792,1115.99,843,576,779,749.99,642.96,480,1155.99,835,1345,1763.99,,,,,
38,1575994724133,10/12/2019 16:18:44,1575994734389,0,10/12/2019 16:18:54,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,5,3,5,option5,Zone1,response_button_text,1727.8200001455843,See next option,1,0,1,0,,,,,1,sequence,,,<h1>792</h1>,<h1>1115.99</h1>,<h1>843</h1>,<h1>576</h1>,<h1>779</h1>,<h1>749.99</h1>,<h1>642.96</h1>,<h1>480</h1>,<h1>1155.99</h1>,<h1>835</h1>,<h1>1345</h1>,<h1>1763.99</h1>,792,1115.99,843,576,779,749.99,642.96,480,1155.99,835,1345,1763.99,,,,,
39,1575994725661,10/12/2019 16:18:45,1575994735931,0,10/12/2019 16:18:55,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,5,3,6,option6,Zone1,response_button_text,1519.1250001080334,See next option,1,0,1,0,,,,,1,sequence,,,<h1>792</h1>,<h1>1115.99</h1>,<h1>843</h1>,<h1>576</h1>,<h1>779</h1>,<h1>749.99</h1>,<h1>642.96</h1>,<h1>480</h1>,<h1>1155.99</h1>,<h1>835</h1>,<h1>1345</h1>,<h1>1763.99</h1>,792,1115.99,843,576,779,749.99,642.96,480,1155.99,835,1345,1763.99,,,,,
40,1575994727492,10/12/2019 16:18:47,1575994737744,0,10/12/2019 16:18:57,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,5,3,7,option7,Zone1,response_button_text,1789.9700000416487,See next option,1,0,1,0,,,,,1,sequence,,,<h1>792</h1>,<h1>1115.99</h1>,<h1>843</h1>,<h1>576</h1>,<h1>779</h1>,<h1>749.99</h1>,<h1>642.96</h1>,<h1>480</h1>,<h1>1155.99</h1>,<h1>835</h1>,<h1>1345</h1>,<h1>1763.99</h1>,792,1115.99,843,576,779,749.99,642.96,480,1155.99,835,1345,1763.99,,,,,
41,1575994729327,10/12/2019 16:18:49,1575994739583,0,10/12/2019 16:18:59,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,5,3,8,option8,choice,response_button_text,1814.6749997977167,480,1,1,0,0,,,,,1,sequence,,,<h1>792</h1>,<h1>1115.99</h1>,<h1>843</h1>,<h1>576</h1>,<h1>779</h1>,<h1>749.99</h1>,<h1>642.96</h1>,<h1>480</h1>,<h1>1155.99</h1>,<h1>835</h1>,<h1>1345</h1>,<h1>1763.99</h1>,792,1115.99,843,576,779,749.99,642.96,480,1155.99,835,1345,1763.99,,,,,
42,1575994731251,10/12/2019 16:18:51,1575994741510,0,10/12/2019 16:19:01,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,5,3,20,grey8,Zone1,continue_button,1910.0649999454618,,,0,1,0,,,,,1,sequence,,,<h1>792</h1>,<h1>1115.99</h1>,<h1>843</h1>,<h1>576</h1>,<h1>779</h1>,<h1>749.99</h1>,<h1>642.96</h1>,<h1>480</h1>,<h1>1155.99</h1>,<h1>835</h1>,<h1>1345</h1>,<h1>1763.99</h1>,792,1115.99,843,576,779,749.99,642.96,480,1155.99,835,1345,1763.99,,,,,
43,1575994731830,10/12/2019 16:18:51,1575994742095,0,10/12/2019 16:19:02,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,5,3,21,grey9,Zone1,continue_button,564.7450000979006,,,0,1,0,,,,,1,sequence,,,<h1>792</h1>,<h1>1115.99</h1>,<h1>843</h1>,<h1>576</h1>,<h1>779</h1>,<h1>749.99</h1>,<h1>642.96</h1>,<h1>480</h1>,<h1>1155.99</h1>,<h1>835</h1>,<h1>1345</h1>,<h1>1763.99</h1>,792,1115.99,843,576,779,749.99,642.96,480,1155.99,835,1345,1763.99,,,,,
44,1575994732428,10/12/2019 16:18:52,1575994742692,0,10/12/2019 16:19:02,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,5,3,22,grey10,Zone1,continue_button,583.5500000976026,,,0,1,0,,,,,1,sequence,,,<h1>792</h1>,<h1>1115.99</h1>,<h1>843</h1>,<h1>576</h1>,<h1>779</h1>,<h1>749.99</h1>,<h1>642.96</h1>,<h1>480</h1>,<h1>1155.99</h1>,<h1>835</h1>,<h1>1345</h1>,<h1>1763.99</h1>,792,1115.99,843,576,779,749.99,642.96,480,1155.99,835,1345,1763.99,,,,,
45,1575994733631,10/12/2019 16:18:53,1575994743895,0,10/12/2019 16:19:03,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,5,3,23,grey11,Zone1,continue_button,1190.3199998196214,,,0,1,0,,,,,1,sequence,,,<h1>792</h1>,<h1>1115.99</h1>,<h1>843</h1>,<h1>576</h1>,<h1>779</h1>,<h1>749.99</h1>,<h1>642.96</h1>,<h1>480</h1>,<h1>1155.99</h1>,<h1>835</h1>,<h1>1345</h1>,<h1>1763.99</h1>,792,1115.99,843,576,779,749.99,642.96,480,1155.99,835,1345,1763.99,,,,,
46,1575994735618,10/12/2019 16:18:55,1575994745860,0,10/12/2019 16:19:05,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,5,3,24,congratulations,rating19,response_slider_firstInteraction,1947.122000000003,99,,0,1,0,,,,,1,sequence,,,<h1>792</h1>,<h1>1115.99</h1>,<h1>843</h1>,<h1>576</h1>,<h1>779</h1>,<h1>749.99</h1>,<h1>642.96</h1>,<h1>480</h1>,<h1>1155.99</h1>,<h1>835</h1>,<h1>1345</h1>,<h1>1763.99</h1>,792,1115.99,843,576,779,749.99,642.96,480,1155.99,835,1345,1763.99,,,,,
47,1575994737915,10/12/2019 16:18:57,1575994748164,0,10/12/2019 16:19:08,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,5,3,24,congratulations,rating19,response_slider_endValue,4026.100000133738,100,,0,1,0,,,,,1,sequence,,,<h1>792</h1>,<h1>1115.99</h1>,<h1>843</h1>,<h1>576</h1>,<h1>779</h1>,<h1>749.99</h1>,<h1>642.96</h1>,<h1>480</h1>,<h1>1155.99</h1>,<h1>835</h1>,<h1>1345</h1>,<h1>1763.99</h1>,792,1115.99,843,576,779,749.99,642.96,480,1155.99,835,1345,1763.99,,,,,
48,1575994737992,10/12/2019 16:18:57,1575994748165,0,10/12/2019 16:19:08,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,5,3,24,congratulations,Zone4,continue_button,4026.100000133738,,,0,1,0,,,,,1,sequence,,,<h1>792</h1>,<h1>1115.99</h1>,<h1>843</h1>,<h1>576</h1>,<h1>779</h1>,<h1>749.99</h1>,<h1>642.96</h1>,<h1>480</h1>,<h1>1155.99</h1>,<h1>835</h1>,<h1>1345</h1>,<h1>1763.99</h1>,792,1115.99,843,576,779,749.99,642.96,480,1155.99,835,1345,1763.99,,,,,
49,1575994739970,10/12/2019 16:18:59,1575994750221,0,10/12/2019 16:19:10,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,6,3,1,next sequence?,advancementZone,continue_button,2042.6900000311434,,,0,1,0,,,,,,ready,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1575994742613,10/12/2019 16:19:02,1575994752874,0,10/12/2019 16:19:12,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,4,1,option1,Zone1,response_button_text,2508.9049998205155,See next option,1,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
51,1575994744276,10/12/2019 16:19:04,1575994754539,0,10/12/2019 16:19:14,11864,3,task-hlnk,,3508164,BLIND,992311,,complete,,5defbd92064700000ca97c5d,computer,Desktop or Laptop,Windows 10,Chrome 78.0.3904.108,1600x900,1778x841,,Hybrid sequence,1,Spreadsheet1,Spreadsheet1,7,4,2,option2,Zone1,response_button_text,1647.1800000872463,See next option,1,0,1,0,,,,,1,sequence,,,<h1>864</h1>,<h1>917.99</h1>,<h1>1187.99</h1>,<h1>745.75</h1>,<h1>504</h1>,<h1>1250</h1>,<h1>869.99</h1>,<h1>941.99</h1>,<h1>590.99</h1>,<h1>432</h1>,<h1>600</h1>,<h1>1008</h1>,864,917.99,1187.99,745.75,504,1250,869.99,941.99,590.99,432,600,1008,,,,,
