Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,TakeOption,PercentTaken,Option1,Option2,Option3,Option4,Option5,Option6,Option7,Option8,Option9,Option10,RecentAnswer,Feedback_1,Feedback_2,Feedback_3,Feedback_4,Feedback_5,Feedback_6,Feedback_7,Feedback_8,Feedback_9,Feedback_10,Feedback_11,Feedback_12,Option11,Option12,,5_star,3_star,1_star
35,1570441016331,07/10/2019 09:36:56,1570441017600,1,07/10/2019 10:36:57,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,2,3,26,5star,advancementZone,timelimit_screen,3002.5840000000026,,,0,1,0,,,1,,1,sequence,,,<strong>769.75</strong>,<strong>1083</strong>,<strong>779</strong>,<strong>673.99</strong>,<strong>811</strong>,<strong>839.75</strong>,<strong>745.99</strong>,<strong>1115.99</strong>,<strong>1322</strong>,<strong>865.99</strong>,,lose,lose,lose,5star,lose,lose,3star,lose,lose,lose,1star,lose,<strong>768</strong>,<strong>1253.99</strong>,,Option4,Option7,Option11
36,1570441016455,07/10/2019 09:36:56,1570441017620,1,07/10/2019 10:36:57,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,2,3,29,next,content,timelimit_screen,16.680999999996857,,,0,1,0,,,1,,1,sequence,,,<strong>769.75</strong>,<strong>1083</strong>,<strong>779</strong>,<strong>673.99</strong>,<strong>811</strong>,<strong>839.75</strong>,<strong>745.99</strong>,<strong>1115.99</strong>,<strong>1322</strong>,<strong>865.99</strong>,,lose,lose,lose,5star,lose,lose,3star,lose,lose,lose,1star,lose,<strong>768</strong>,<strong>1253.99</strong>,,Option4,Option7,Option11
37,1570441022331,07/10/2019 09:37:02,1570441023618,1,07/10/2019 10:37:03,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,7,4,1,instructions,advancementZone,timelimit_screen,6003.5350000000035,,,0,1,0,,,1,,,instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1570441026337,07/10/2019 09:37:06,1570441027623,1,07/10/2019 10:37:07,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,4,1,C1,Zone3,timelimit_screen,4005.4870000000083,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
39,1570441026889,07/10/2019 09:37:06,1570441028172,1,07/10/2019 10:37:08,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,4,2,D1,Zone3,response_button_text,533.9950000000099,See next option,1,0,1,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
40,1570441030864,07/10/2019 09:37:10,1570441032152,1,07/10/2019 10:37:12,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,4,3,C2,Zone3,timelimit_screen,3994.3499999999913,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
41,1570441031270,07/10/2019 09:37:11,1570441032564,1,07/10/2019 10:37:12,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,4,4,D2,lose,response_button_text,390.5150000000576,See next option,1,0,1,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
42,1570441035278,07/10/2019 09:37:15,1570441036567,1,07/10/2019 10:37:16,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,4,5,C3,Zone3,timelimit_screen,4006.42300000001,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
43,1570441035669,07/10/2019 09:37:15,1570441036955,1,07/10/2019 10:37:16,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,4,6,D3,lose,response_button_text,373.2950000001001,See next option,1,0,1,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
44,1570441039671,07/10/2019 09:37:19,1570441040954,1,07/10/2019 10:37:20,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,4,7,C4,Zone3,timelimit_screen,4005.1640000000043,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
45,1570441040078,07/10/2019 09:37:20,1570441041357,1,07/10/2019 10:37:21,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,4,8,D4,lose,response_button_text,383.64000000001397,See next option,1,0,1,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
46,1570441044056,07/10/2019 09:37:24,1570441045350,1,07/10/2019 10:37:25,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,4,9,C5,Zone3,timelimit_screen,3996.3209999999963,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
47,1570441044461,07/10/2019 09:37:24,1570441045741,1,07/10/2019 10:37:25,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,4,10,D5,lose,response_button_text,375.85999999988417,See next option,1,0,1,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
48,1570441048434,07/10/2019 09:37:28,1570441049727,1,07/10/2019 10:37:29,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,4,11,C6,Zone3,timelimit_screen,4003.1489999999903,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
49,1570441048871,07/10/2019 09:37:28,1570441050148,1,07/10/2019 10:37:30,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,4,12,D6,lose,response_button_text,404.92999999992026,See next option,1,0,1,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
50,1570441052872,07/10/2019 09:37:32,1570441054147,1,07/10/2019 10:37:34,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,4,13,C7,Zone3,timelimit_screen,4001.635999999984,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
51,1570441053325,07/10/2019 09:37:33,1570441054604,1,07/10/2019 10:37:34,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,4,14,D7,lose,response_button_text,442.87999999983003,See next option,1,0,1,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
52,1570441057319,07/10/2019 09:37:37,1570441058603,1,07/10/2019 10:37:38,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,4,15,C8,Zone3,timelimit_screen,4003.752999999997,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
53,1570441059201,07/10/2019 09:37:39,1570441060484,1,07/10/2019 10:37:40,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,4,16,D8,BEST,response_button_text,1866.6299999999756,Take this option,1,1,0,0,,,,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
54,1570441062249,07/10/2019 09:37:42,1570441063474,1,07/10/2019 10:37:43,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,4,25,lose,advancementZone,timelimit_screen,3001.7789999999804,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
55,1570441062312,07/10/2019 09:37:42,1570441063491,1,07/10/2019 10:37:43,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,10,4,29,next,content,timelimit_screen,16.676999999996042,,,0,1,0,,,1,,1,sequence,,,<strong>787</strong>,<strong>1123</strong>,<strong>843</strong>,<strong>875.99</strong>,<strong>1065.99</strong>,<strong>1113.99</strong>,<strong>1709</strong>,<strong>864</strong>,<strong>915</strong>,<strong>1763.99</strong>,,3star,lose,1star,lose,lose,lose,lose,lose,lose,lose,lose,5star,<strong>1083</strong>,<strong>667</strong>,,Option12,Option1,Option3
56,1570441068215,07/10/2019 09:37:48,1570441069496,1,07/10/2019 10:37:49,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,9,5,1,instructions,advancementZone,timelimit_screen,6006.100000000006,,,0,1,0,,,1,,,instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1570441072219,07/10/2019 09:37:52,1570441073503,1,07/10/2019 10:37:53,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,4,5,1,C1,Zone3,timelimit_screen,4007.6330000000016,,,0,1,0,,,1,,1,sequence,,,<strong>1320</strong>,<strong>917.99</strong>,<strong>1691.99</strong>,<strong>795.99</strong>,<strong>749.99</strong>,<strong>431.76</strong>,<strong>723</strong>,<strong>1113.99</strong>,<strong>715</strong>,<strong>801.99</strong>,,lose,lose,lose,lose,lose,5star,1star,lose,3star,lose,lose,lose,<strong>869.99</strong>,<strong>1065.99</strong>,,Option6,Option9,Option7
58,1570441072673,07/10/2019 09:37:52,1570441073947,1,07/10/2019 10:37:53,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,4,5,2,D1,Zone3,response_button_text,423.44499999989057,See next option,1,0,1,0,,,,,1,sequence,,,<strong>1320</strong>,<strong>917.99</strong>,<strong>1691.99</strong>,<strong>795.99</strong>,<strong>749.99</strong>,<strong>431.76</strong>,<strong>723</strong>,<strong>1113.99</strong>,<strong>715</strong>,<strong>801.99</strong>,,lose,lose,lose,lose,lose,5star,1star,lose,3star,lose,lose,lose,<strong>869.99</strong>,<strong>1065.99</strong>,,Option6,Option9,Option7
59,1570441076673,07/10/2019 09:37:56,1570441077938,1,07/10/2019 10:37:57,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,4,5,3,C2,Zone3,timelimit_screen,4002.921000000002,,,0,1,0,,,1,,1,sequence,,,<strong>1320</strong>,<strong>917.99</strong>,<strong>1691.99</strong>,<strong>795.99</strong>,<strong>749.99</strong>,<strong>431.76</strong>,<strong>723</strong>,<strong>1113.99</strong>,<strong>715</strong>,<strong>801.99</strong>,,lose,lose,lose,lose,lose,5star,1star,lose,3star,lose,lose,lose,<strong>869.99</strong>,<strong>1065.99</strong>,,Option6,Option9,Option7
60,1570441077127,07/10/2019 09:37:57,1570441078403,1,07/10/2019 10:37:58,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,4,5,4,D2,lose,response_button_text,450.28000000002794,See next option,1,0,1,0,,,,,1,sequence,,,<strong>1320</strong>,<strong>917.99</strong>,<strong>1691.99</strong>,<strong>795.99</strong>,<strong>749.99</strong>,<strong>431.76</strong>,<strong>723</strong>,<strong>1113.99</strong>,<strong>715</strong>,<strong>801.99</strong>,,lose,lose,lose,lose,lose,5star,1star,lose,3star,lose,lose,lose,<strong>869.99</strong>,<strong>1065.99</strong>,,Option6,Option9,Option7
61,1570441081121,07/10/2019 09:38:01,1570441082393,1,07/10/2019 10:38:02,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,4,5,5,C3,Zone3,timelimit_screen,4005.2880000000005,,,0,1,0,,,1,,1,sequence,,,<strong>1320</strong>,<strong>917.99</strong>,<strong>1691.99</strong>,<strong>795.99</strong>,<strong>749.99</strong>,<strong>431.76</strong>,<strong>723</strong>,<strong>1113.99</strong>,<strong>715</strong>,<strong>801.99</strong>,,lose,lose,lose,lose,lose,5star,1star,lose,3star,lose,lose,lose,<strong>869.99</strong>,<strong>1065.99</strong>,,Option6,Option9,Option7
62,1570441081495,07/10/2019 09:38:01,1570441082779,1,07/10/2019 10:38:02,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,4,5,6,D3,lose,response_button_text,365.20999999993364,See next option,1,0,1,0,,,,,1,sequence,,,<strong>1320</strong>,<strong>917.99</strong>,<strong>1691.99</strong>,<strong>795.99</strong>,<strong>749.99</strong>,<strong>431.76</strong>,<strong>723</strong>,<strong>1113.99</strong>,<strong>715</strong>,<strong>801.99</strong>,,lose,lose,lose,lose,lose,5star,1star,lose,3star,lose,lose,lose,<strong>869.99</strong>,<strong>1065.99</strong>,,Option6,Option9,Option7
63,1570441085495,07/10/2019 09:38:05,1570441086779,1,07/10/2019 10:38:06,9869,6,task-3elb,,3154704,5a33fa26db3d8c00013ebdca,871765,,complete,,5d9b069701556d0014fa84a4,computer,Desktop or Laptop,Windows 7,Chrome 77.0.3865.90,1366x768,1350x604,,Bruno sequence,1,Spreadsheet1,Spreadsheet1,4,5,7,C4,Zone3,timelimit_screen,4003.978999999992,,,0,1,0,,,1,,1,sequence,,,<strong>1320</strong>,<strong>917.99</strong>,<strong>1691.99</strong>,<strong>795.99</strong>,<strong>749.99</strong>,<strong>431.76</strong>,<strong>723</strong>,<strong>1113.99</strong>,<strong>715</strong>,<strong>801.99</strong>,,lose,lose,lose,lose,lose,5star,1star,lose,3star,lose,lose,lose,<strong>869.99</strong>,<strong>1065.99</strong>,,Option6,Option9,Option7
