Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-vvbk,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,TakeOption,PercentTaken,Option1,Option2,Option3,Option4,Option5,Option6,Option7,Option8,Option9,Option10,RecentAnswer,Feedback_1,Feedback_2,Feedback_3,Feedback_4,Feedback_5,Feedback_6,Feedback_7,Feedback_8,Feedback_9,Feedback_10,Feedback_11,Feedback_12,Option11,Option12,5_star,3_star,1_star
20,1614083250381,23/02/2021 12:27:30,1614083241918,0,23/02/2021 12:27:21,27662,6,task-c2op,,10288142,5eb5a9558c81f60d7bf66c83,3130131,,complete,,6034ef40875cc09c094504dd,computer,Desktop or Laptop,Windows 10,Edge 88.0.705.74,1366x768,1242x597,,Hybrid 2 bruno sequence,5,6,6,6,14,1,18,D9,lose,response_button_text,590.0250000413507,,,See next option,1,0,1,0,,,,,1,sequence,,,<strong>383.76</strong>,<strong>865.99</strong>,<strong>825.99</strong>,<strong>1155</strong>,<strong>1320</strong>,<strong>551.76</strong>,<strong>723</strong>,<strong>811</strong>,<strong>1065.99</strong>,<strong>875.99</strong>,,5star,lose,lose,lose,lose,3star,1star,lose,lose,lose,lose,lose,<strong>744</strong>,<strong>795.99</strong>,Option1,Option6,Option7
21,1614083254383,23/02/2021 12:27:34,1614083245914,0,23/02/2021 12:27:25,27662,6,task-c2op,,10288142,5eb5a9558c81f60d7bf66c83,3130131,,complete,,6034ef40875cc09c094504dd,computer,Desktop or Laptop,Windows 10,Edge 88.0.705.74,1366x768,1242x597,,Hybrid 2 bruno sequence,5,6,6,6,14,1,19,C10,Zone3,timelimit_screen,3996.0930000000008,,,,,0,1,0,,,1,,1,sequence,,,<strong>383.76</strong>,<strong>865.99</strong>,<strong>825.99</strong>,<strong>1155</strong>,<strong>1320</strong>,<strong>551.76</strong>,<strong>723</strong>,<strong>811</strong>,<strong>1065.99</strong>,<strong>875.99</strong>,,5star,lose,lose,lose,lose,3star,1star,lose,lose,lose,lose,lose,<strong>744</strong>,<strong>795.99</strong>,Option1,Option6,Option7
22,1614083255159,23/02/2021 12:27:35,1614083246679,0,23/02/2021 12:27:26,27662,6,task-c2op,,10288142,5eb5a9558c81f60d7bf66c83,3130131,,complete,,6034ef40875cc09c094504dd,computer,Desktop or Laptop,Windows 10,Edge 88.0.705.74,1366x768,1242x597,,Hybrid 2 bruno sequence,5,6,6,6,14,1,20,D10,lose,response_button_text,745.1049999799579,,,See next option,1,0,1,0,,,,,1,sequence,,,<strong>383.76</strong>,<strong>865.99</strong>,<strong>825.99</strong>,<strong>1155</strong>,<strong>1320</strong>,<strong>551.76</strong>,<strong>723</strong>,<strong>811</strong>,<strong>1065.99</strong>,<strong>875.99</strong>,,5star,lose,lose,lose,lose,3star,1star,lose,lose,lose,lose,lose,<strong>744</strong>,<strong>795.99</strong>,Option1,Option6,Option7
23,1614083259138,23/02/2021 12:27:39,1614083250659,0,23/02/2021 12:27:30,27662,6,task-c2op,,10288142,5eb5a9558c81f60d7bf66c83,3130131,,complete,,6034ef40875cc09c094504dd,computer,Desktop or Laptop,Windows 10,Edge 88.0.705.74,1366x768,1242x597,,Hybrid 2 bruno sequence,5,6,6,6,14,1,21,C11,Zone3,timelimit_screen,3996.1029999999955,,,,,0,1,0,,,1,,1,sequence,,,<strong>383.76</strong>,<strong>865.99</strong>,<strong>825.99</strong>,<strong>1155</strong>,<strong>1320</strong>,<strong>551.76</strong>,<strong>723</strong>,<strong>811</strong>,<strong>1065.99</strong>,<strong>875.99</strong>,,5star,lose,lose,lose,lose,3star,1star,lose,lose,lose,lose,lose,<strong>744</strong>,<strong>795.99</strong>,Option1,Option6,Option7
24,1614083259780,23/02/2021 12:27:39,1614083251291,0,23/02/2021 12:27:31,27662,6,task-c2op,,10288142,5eb5a9558c81f60d7bf66c83,3130131,,complete,,6034ef40875cc09c094504dd,computer,Desktop or Laptop,Windows 10,Edge 88.0.705.74,1366x768,1242x597,,Hybrid 2 bruno sequence,5,6,6,6,14,1,22,D11,lose,response_button_text,613.2100000977516,,,See next option,1,0,1,0,,,,,1,sequence,,,<strong>383.76</strong>,<strong>865.99</strong>,<strong>825.99</strong>,<strong>1155</strong>,<strong>1320</strong>,<strong>551.76</strong>,<strong>723</strong>,<strong>811</strong>,<strong>1065.99</strong>,<strong>875.99</strong>,,5star,lose,lose,lose,lose,3star,1star,lose,lose,lose,lose,lose,<strong>744</strong>,<strong>795.99</strong>,Option1,Option6,Option7
25,1614083263752,23/02/2021 12:27:43,1614083255287,0,23/02/2021 12:27:35,27662,6,task-c2op,,10288142,5eb5a9558c81f60d7bf66c83,3130131,,complete,,6034ef40875cc09c094504dd,computer,Desktop or Laptop,Windows 10,Edge 88.0.705.74,1366x768,1242x597,,Hybrid 2 bruno sequence,5,6,6,6,14,1,23,C12,Zone3,timelimit_screen,3996.1959999999963,,,,,0,1,0,,,1,,1,sequence,,,<strong>383.76</strong>,<strong>865.99</strong>,<strong>825.99</strong>,<strong>1155</strong>,<strong>1320</strong>,<strong>551.76</strong>,<strong>723</strong>,<strong>811</strong>,<strong>1065.99</strong>,<strong>875.99</strong>,,5star,lose,lose,lose,lose,3star,1star,lose,lose,lose,lose,lose,<strong>744</strong>,<strong>795.99</strong>,Option1,Option6,Option7
26,1614083265830,23/02/2021 12:27:45,1614083257350,0,23/02/2021 12:27:37,27662,6,task-c2op,,10288142,5eb5a9558c81f60d7bf66c83,3130131,,complete,,6034ef40875cc09c094504dd,computer,Desktop or Laptop,Windows 10,Edge 88.0.705.74,1366x768,1242x597,,Hybrid 2 bruno sequence,5,6,6,6,14,1,24,D12,BEST,response_button_text,2051.7199999885634,,,Take this option,1,1,0,0,,,,,1,sequence,,,<strong>383.76</strong>,<strong>865.99</strong>,<strong>825.99</strong>,<strong>1155</strong>,<strong>1320</strong>,<strong>551.76</strong>,<strong>723</strong>,<strong>811</strong>,<strong>1065.99</strong>,<strong>875.99</strong>,,5star,lose,lose,lose,lose,3star,1star,lose,lose,lose,lose,lose,<strong>744</strong>,<strong>795.99</strong>,Option1,Option6,Option7
27,1614083268808,23/02/2021 12:27:48,1614083260335,0,23/02/2021 12:27:40,27662,6,task-c2op,,10288142,5eb5a9558c81f60d7bf66c83,3130131,,complete,,6034ef40875cc09c094504dd,computer,Desktop or Laptop,Windows 10,Edge 88.0.705.74,1366x768,1242x597,,Hybrid 2 bruno sequence,5,6,6,6,14,1,25,lose,advancementZone,timelimit_screen,2997.035999999993,,,,,0,1,0,,,1,,1,sequence,,,<strong>383.76</strong>,<strong>865.99</strong>,<strong>825.99</strong>,<strong>1155</strong>,<strong>1320</strong>,<strong>551.76</strong>,<strong>723</strong>,<strong>811</strong>,<strong>1065.99</strong>,<strong>875.99</strong>,,5star,lose,lose,lose,lose,3star,1star,lose,lose,lose,lose,lose,<strong>744</strong>,<strong>795.99</strong>,Option1,Option6,Option7
28,1614083268889,23/02/2021 12:27:48,1614083260349,0,23/02/2021 12:27:40,27662,6,task-c2op,,10288142,5eb5a9558c81f60d7bf66c83,3130131,,complete,,6034ef40875cc09c094504dd,computer,Desktop or Laptop,Windows 10,Edge 88.0.705.74,1366x768,1242x597,,Hybrid 2 bruno sequence,5,6,6,6,14,1,29,next,content,timelimit_screen,16.59100000000035,,,,,0,1,0,,,1,,1,sequence,,,<strong>383.76</strong>,<strong>865.99</strong>,<strong>825.99</strong>,<strong>1155</strong>,<strong>1320</strong>,<strong>551.76</strong>,<strong>723</strong>,<strong>811</strong>,<strong>1065.99</strong>,<strong>875.99</strong>,,5star,lose,lose,lose,lose,3star,1star,lose,lose,lose,lose,lose,<strong>744</strong>,<strong>795.99</strong>,Option1,Option6,Option7
29,1614083274800,23/02/2021 12:27:54,1614083266343,0,23/02/2021 12:27:46,27662,6,task-c2op,,10288142,5eb5a9558c81f60d7bf66c83,3130131,,complete,,6034ef40875cc09c094504dd,computer,Desktop or Laptop,Windows 10,Edge 88.0.705.74,1366x768,1242x597,,Hybrid 2 bruno sequence,5,6,6,6,3,2,1,instructions,advancementZone,timelimit_screen,5994.203999999998,,,,,0,1,0,,,1,,,instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
